repo_url,commit_hash,test_path,num_run_shaker,nsr
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/datasets/test_fetchers.py::test_fetch_microarray,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/datasets/test_fetchers.py::test_fetch_raw_mri,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/datasets/test_fetchers.py::test_fetch_rnaseq,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/datasets/test_utils.py::test_get_dataset_dir,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/test_allen.py::test_get_expression_data_errors,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/test_samples.py::test_drop_mismatch_samples_real,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/test_samples.py::test_label_samples_real,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/test_samples.py::test__mirror_ontology_real,0,100
https://github.com/rmarkello/abagen,4af521f6d7e71d4bbebb4960ff2447256e2447eb,abagen/tests/test_samples.py::test_update_mni_coords_real,0,100
https://github.com/fniessink/access-modifiers,6fd7880b3b6761051cbe67fd91280075d2f296d2,access_modifiers/tests/test_performance.py::PerformanceTest::test_call_private_method,0,100
https://github.com/matzhaugen/analytic_shrinkage,752a0f90696b1ca27a8b84ada3616cdfc98004a9,nonlinshrink/test/test_analytic_shrinkage.py::test_demean,0,100
https://github.com/matzhaugen/analytic_shrinkage,752a0f90696b1ca27a8b84ada3616cdfc98004a9,nonlinshrink/test/test_analytic_shrinkage.py::test_ols,0,100
https://github.com/majkelx/astwro,0486bc622759ea214a376a9e4035d6d3e350f61b,astwro/phot/tests/dphot_test.py::test_write_lc,0,100
https://github.com/majkelx/astwro,0486bc622759ea214a376a9e4035d6d3e350f61b,astwro/phot/tests/dphot_test.py::test_write_lc_filter,0,100
https://github.com/majkelx/astwro,0486bc622759ea214a376a9e4035d6d3e350f61b,astwro/starlist/tests/ds9_io_test.py::test_write_wizir_catalog,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_environment.py::test_large_environment_matrix,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_quickstart.py::test_quickstart,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_repo.py::test_repo_git,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_repo.py::test_repo_git_annotated_tag_date,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_repo.py::test_repo_hg,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_results.py::test_backward_compat_load,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_results.py::test_get_result_hash_from_prefix,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_results.py::test_iter_results,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_results.py::test_json_timestamp,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_results.py::test_results,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_rm.py::test_rm,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_runner.py::test_forkserver,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_runner.py::test_forkserver_preimport,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_runner.py::test_skip_param_selection,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_run.py::test_set_commit_hash,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_show.py::test_show,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_show.py::test_show_durations,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_subprocess.py::test_exception,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_subprocess.py::test_output_timeout,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_subprocess.py::test_timeout,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_util.py::test_json_non_ascii,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_util.py::test_which_path,0,100
https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,test/test_util.py::test_write_load_json,0,100
https://github.com/holgern/beem,f3c3bd84daccac1ee4ed45c1ada0f88f29ca3f2f,tests/beemstorage/test_masterpassword.py::Testcases::test_masterpwd,0,100
https://github.com/sporestack/bitcash,80a61111bd50cf37f6a601eecd0424f04b971514,tests/test_wallet.py::TestPrivateKeyTestnet::test_send_pay2sh,0,100
https://github.com/ljwolf/cenpy,03eefcfd885c48e018cf74abaf46ee03aa7ac119,cenpy/tests/test_remote.py::test_remote::test_connection,0,100
https://github.com/chakki-works/chazutsu,734828f2f05799a1d59d9280a032bf5996fe3261,tests/test_movie_review.py::TestMovieReview::test_download,0,100
https://github.com/chakki-works/chazutsu,734828f2f05799a1d59d9280a032bf5996fe3261,tests/test_text8.py::TestText8::test_download,0,100
https://github.com/chakki-works/chazutsu,734828f2f05799a1d59d9280a032bf5996fe3261,tests/test_text8.py::TestText8::test_extract,0,100
https://github.com/nishaq503/CHESS,6f84e7e98d328150170141621cc095dfa80ef67e,tests/test_graph.py::TestGraph::test_contains,0,100
https://github.com/prometheus/client_python,5b0a476489fc6a26c177683b539142c91005de06,tests/test_exposition.py::TestPushGateway::test_delete_with_groupingkey,0,100
https://github.com/pypr/compyle,f557e49c7e18a49efdb5807ac650ba590db81cb2,compyle/tests/test_ext_module.py::TestExtModule::test_that_multiple_compiles_do_not_occur_for_same_source,0,100
https://github.com/wilfredinni/coo,da9e75d46ed65599cd2223b029ac30c08496a80b,tests/test_coo.py::test_tweet_random,0,100
https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_constraint_sphere.py::test_run_d80_const_sphere,0,100
https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_ellipsoid.py::test_run_d80_ellipsoid,0,100
https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_ktablet.py::test_run_d80_ktablet,0,100
https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_rastrigin.py::test_run_d40_rastrigin,0,100
https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_rosenbrock_chain.py::test_run_d40_rosen,0,100
https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_rosenbrock_chain.py::test_run_d80_rosen,0,100
https://github.com/rajathagasthya/cuckoopy,e5fab0c4826387f99ddafb0365759cb7111cfd64,tests/test_cuckoofilter.py::test_insert_filter_full,0,100
https://github.com/hellock/cvbase,e48d2f76aaeea6472b2175c37780f7b90ae7f1b6,tests/test_timer.py::test_timer_run,0,100
https://github.com/vishalsubbiah/darkchess,c626de547c3e58a77f25fddb86de9b07bc47ae86,darkchess/tests/test_bishop/test_bishop.py::test_bishop_moves,0,100
https://github.com/vishalsubbiah/darkchess,c626de547c3e58a77f25fddb86de9b07bc47ae86,darkchess/tests/test_knight/test_knight.py::test_knight_moves,0,100
https://github.com/mkeshav/data-genie.git,cde77b7bdb445557f78d834d72d51bb62ad9e668,tests/test_dqc.py::test_has_columns,0,100
https://github.com/brahle/data_partitioner,c37bca05576648c3f69f8694951bb2ae9ea9ed21,tests/data_suplier_test.py::DataSuplierTest::test_training_percent,0,100
https://github.com/leVirve/dcard-spider,ac64cbcfe7ef6be7e554cef422b1a8a6bb968d46,tests/test_posts.py::TestPosts::test_get_post_bundles,0,100
https://github.com/tomwei7/discovery-client,b10094532ae22eaebd9d093f9550fa75886a3a88,tests/test_crontab.py::TestCrontab::test_crontab,0,100
https://github.com/wglodek/dns-over-https,af56580149c8570ea3ba6ea3a5b5b12cf3dadfd2,dns_over_https_test.py::TestSecureDNSIntegration::test_resolve_with_multiple_AAAA_records,0,100
