repo_name,test_slug,sr,nsr,total_runs,pass_count,fail_count,failure_rate,is_flaky,status
CHESS,tests__test_graph__TestGraph__test_contains,0,100,100,100,0,0.0,False,all_passed
Intervallum,tests__test_interval_functions__test_base,0,100,100,0,100,1.0,False,all_failed
PySyncObj,test_syncobj__test_autoTick1,0,100,100,100,0,0.0,False,all_passed
Verifone,tests__test_verifone__TestVerifone__test_023_get_endpoint,0,100,100,100,0,0.0,False,all_passed
WikidataIntegrator,wikidataintegrator__tests__test_wdi_helpers__test_id_mapper_mrt,0,100,100,100,0,0.0,False,all_passed
WikidataIntegrator,wikidataintegrator__tests__test_wdi_helpers__test_release_lookup_release,0,100,100,100,0,0.0,False,all_passed
WikidataIntegrator,wikidataintegrator__tests__test_wdi_helpers__test_release_new_item_no_write,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__datasets__test_fetchers__test_fetch_microarray,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__datasets__test_fetchers__test_fetch_raw_mri,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__datasets__test_fetchers__test_fetch_rnaseq,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__datasets__test_utils__test_get_dataset_dir,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__test_allen__test_get_expression_data_errors,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__test_samples__test__mirror_ontology_real,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__test_samples__test_drop_mismatch_samples_real,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__test_samples__test_label_samples_real,0,100,100,100,0,0.0,False,all_passed
abagen,abagen__tests__test_samples__test_update_mni_coords_real,0,100,100,100,0,0.0,False,all_passed
access-modifiers,access_modifiers__tests__test_performance__PerformanceTest__test_call_private_method,0,100,100,98,2,0.02,True,flaky
analytic_shrinkage,nonlinshrink__test__test_analytic_shrinkage__test_demean,0,100,100,98,2,0.02,True,flaky
analytic_shrinkage,nonlinshrink__test__test_analytic_shrinkage__test_ols,0,100,100,99,1,0.01,True,flaky
astwro,astwro__phot__tests__dphot_test__test_write_lc,0,100,100,100,0,0.0,False,all_passed
astwro,astwro__phot__tests__dphot_test__test_write_lc_filter,0,100,100,100,0,0.0,False,all_passed
astwro,astwro__starlist__tests__ds9_io_test__test_write_wizir_catalog,0,100,100,100,0,0.0,False,all_passed
asv,test__test_environment__test_large_environment_matrix,0,100,100,100,0,0.0,False,all_passed
asv,test__test_quickstart__test_quickstart,0,100,100,100,0,0.0,False,all_passed
asv,test__test_repo__test_repo_git,0,100,100,100,0,0.0,False,all_passed
asv,test__test_repo__test_repo_git_annotated_tag_date,0,100,100,100,0,0.0,False,all_passed
asv,test__test_repo__test_repo_hg,0,100,100,100,0,0.0,False,all_passed
asv,test__test_results__test_backward_compat_load,0,100,100,100,0,0.0,False,all_passed
asv,test__test_results__test_get_result_hash_from_prefix,0,100,100,100,0,0.0,False,all_passed
asv,test__test_results__test_iter_results,0,100,100,100,0,0.0,False,all_passed
asv,test__test_results__test_json_timestamp,0,100,100,100,0,0.0,False,all_passed
asv,test__test_results__test_results,0,100,100,100,0,0.0,False,all_passed
asv,test__test_rm__test_rm,0,100,100,100,0,0.0,False,all_passed
asv,test__test_run__test_set_commit_hash,0,100,100,100,0,0.0,False,all_passed
asv,test__test_runner__test_forkserver,0,100,100,100,0,0.0,False,all_passed
asv,test__test_runner__test_forkserver_preimport,0,100,100,100,0,0.0,False,all_passed
asv,test__test_runner__test_skip_param_selection,0,100,100,100,0,0.0,False,all_passed
asv,test__test_show__test_show,0,100,100,100,0,0.0,False,all_passed
asv,test__test_show__test_show_durations,0,100,100,100,0,0.0,False,all_passed
asv,test__test_subprocess__test_exception,0,100,100,100,0,0.0,False,all_passed
asv,test__test_subprocess__test_output_timeout,0,100,100,100,0,0.0,False,all_passed
asv,test__test_subprocess__test_timeout,0,100,27,27,0,0.0,False,all_passed
beem,tests__beemstorage__test_masterpassword__Testcases__test_masterpwd,0,100,100,100,0,0.0,False,all_passed
bitcash,tests__test_wallet__TestPrivateKeyTestnet__test_send_pay2sh,0,100,100,100,0,0.0,False,all_passed
cenpy,cenpy__tests__test_remote__test_remote__test_connection,0,100,100,100,0,0.0,False,all_passed
chazutsu,tests__test_movie_review__TestMovieReview__test_download,0,100,100,97,3,0.03,True,flaky
chazutsu,tests__test_text8__TestText8__test_download,0,100,100,100,0,0.0,False,all_passed
chazutsu,tests__test_text8__TestText8__test_extract,0,100,100,100,0,0.0,False,all_passed
client_python,tests__test_exposition__TestPushGateway__test_delete_with_groupingkey,0,100,100,100,0,0.0,False,all_passed
compyle,compyle__tests__test_ext_module__TestExtModule__test_that_multiple_compiles_do_not_occur_for_same_source,0,100,100,100,0,0.0,False,all_passed
coo,tests__test_coo__test_tweet_random,0,100,100,98,2,0.02,True,flaky
crfmnes,tests__test_constraint_sphere__test_run_d80_const_sphere,0,100,100,99,1,0.01,True,flaky
crfmnes,tests__test_ellipsoid__test_run_d80_ellipsoid,0,100,100,99,1,0.01,True,flaky
crfmnes,tests__test_ktablet__test_run_d80_ktablet,0,100,100,96,4,0.04,True,flaky
crfmnes,tests__test_rastrigin__test_run_d40_rastrigin,0,100,100,95,5,0.05,True,flaky
crfmnes,tests__test_rosenbrock_chain__test_run_d40_rosen,0,100,100,98,2,0.02,True,flaky
crfmnes,tests__test_rosenbrock_chain__test_run_d80_rosen,0,100,100,99,1,0.01,True,flaky
cuckoopy,tests__test_cuckoofilter__test_insert_filter_full,0,100,100,69,31,0.31,True,flaky
cvbase,tests__test_timer__test_timer_run,0,100,100,100,0,0.0,False,all_passed
darkchess,darkchess__tests__test_bishop__test_bishop__test_bishop_moves,0,100,100,99,1,0.01,True,flaky
darkchess,darkchess__tests__test_knight__test_knight__test_knight_moves,0,100,100,85,15,0.15,True,flaky
data-genie,tests__test_dqc__test_has_columns,0,100,100,78,22,0.22,True,flaky
data_partitioner,tests__data_suplier_test__DataSuplierTest__test_training_percent,0,100,100,98,2,0.02,True,flaky
dcard-spider,tests__test_posts__TestPosts__test_get_post_bundles,0,100,100,100,0,0.0,False,all_passed
discovery-client,tests__test_crontab__TestCrontab__test_crontab,0,100,100,100,0,0.0,False,all_passed
dns-over-https,dns_over_https_test__TestSecureDNSIntegration__test_resolve_with_multiple_AAAA_records,0,100,100,100,0,0.0,False,all_passed
dockerfile_bakery,tests__test_generate_case02__test_should_pull_script_contains_right_statement,0,100,100,31,69,0.69,True,flaky
fistro,tests__test_fistro__test_simple,0,100,100,97,3,0.03,True,flaky
fontMath,Lib__fontMath__test__test_mathTransform__MathTransformTest__test_wrapUnWrapPrecision,0,100,100,100,0,0.0,False,all_passed
fooof,fooof__tests__utils__test_reports__test_methods_report_info,0,100,100,100,0,0.0,False,all_passed
fossor,test__test_check_similar_log_errors__test_max_unique_lines,0,100,100,93,7,0.07,True,flaky
ftpsync,test_ftpsmartsync__TestsFtpsmartsync__test_ftpupstream,0,100,100,100,0,0.0,False,all_passed
gamble,tests__models__test_cards__test_deck_init,0,100,100,98,2,0.02,True,flaky
grimoire,grimoire__test__test_io__TestIO__test_FASTA_file,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_api__test_fetch_catalog_json,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_api__test_fetch_cataloglist_json,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_api__test_fetch_dataset_json,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_api__test_fetch_event_json_version,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_api__test_fetch_run_json,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_datasets__test_find_datasets_detector,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_datasets__test_find_datasets_segment,0,100,100,100,0,0.0,False,all_passed
gwosc,gwosc__tests__test_timeline__test_get_segments_long,0,100,100,100,0,0.0,False,all_passed
homog,homog__tests__test_homog__test_line_line_closest_points,0,100,100,98,2,0.02,True,flaky
jinja2-github,test_jinja2_github__test_github_repo_branch_sha,0,100,11,11,0,0.0,False,all_passed
kb_python,tests__test_utils__TestUtils__test_run_executable_with_stream,0,100,100,100,0,0.0,False,all_passed
keplertools,tests__test_keplertools__TestKeplerTools__test_orbElem2vec_1body,0,100,100,98,2,0.02,True,flaky
keplertools,tests__test_keplertools__TestKeplerTools__test_trueanom,0,100,100,98,2,0.02,True,flaky
kevinarpe-rambutan3,tests__check_args__base__test_RNotNoneTypeMatcher__test_check_arg,0,100,100,56,44,0.44,True,flaky
kindle_maker,tests__test_ebook__test_ebook_save,0,100,100,73,27,0.27,True,flaky
langsplit,tests__test_split__test_partial_autodetect,0,100,100,86,14,0.14,True,flaky
layouts-python,tests__test_cache__test_local_cache,0,100,100,20,80,0.8,True,flaky
nacos-sdk-python,test__client_test__TestClient__test_fake_watcher,0,100,100,100,0,0.0,False,all_passed
nacos-sdk-python,test__client_test__TestClient__test_get_server,0,100,100,100,0,0.0,False,all_passed
nnweaver,test__optimizers_test__test_sgd_circles,0,100,100,100,0,0.0,False,all_passed
noisyopt,noisyopt__tests__test_noisyopt__test_AveragedFunction,0,100,100,99,1,0.01,True,flaky
orderly-web-deploy,test__test_vault__test_secret_reading,0,100,100,100,0,0.0,False,all_passed
override,tests__test_example__TestFunctionalExample__test_example,0,100,100,0,100,1.0,False,all_failed
packeteer,tests__field_string_test__test_dynamic_string,0,100,100,99,1,0.01,True,flaky
packeteer,tests__field_string_test__test_static_string,0,100,100,100,0,0.0,False,all_passed
packeteer,tests__field_string_test__test_variable_string,0,100,100,100,0,0.0,False,all_passed
piripherals,tests__test_mpr121__test_mpr121_irq,0,100,100,99,1,0.01,True,flaky
py_ev,tests__test_py_ev__test_equity,0,100,44,44,0,0.0,False,all_passed
pyais,tests__test_ais__TestAIS__test_msg_type_16,0,100,100,100,0,0.0,False,all_passed
pyblnet,pyblnet__tests__test_web__BLNETWebTest__test_blnet_web_log_in,0,100,100,100,0,0.0,False,all_passed
pybnn,test__test_bohamiann__TestBohamiann__test_gradient_mean,0,100,100,47,53,0.53,True,flaky
pylabeledrf,test__test_computeLRF__UtilTest__test_computeLRF1,0,100,100,96,4,0.04,True,flaky
pylabeledrf,test__test_computeLRF__UtilTest__test_computeLRF2,0,100,100,96,4,0.04,True,flaky
pymannkendall,tests__test_pymannkendall__test_hamed_rao_modification_test,0,100,100,100,0,0.0,False,all_passed
pymemorydb,test_textanalysis__TestApp__test_get_tokenized_data_two_indices,0,100,100,76,24,0.24,True,flaky
pypfm,tests__test_pfm__test_save_and_load_with_compression,0,100,100,100,0,0.0,False,all_passed
pyss3,tests__test_server__test_main,0,100,100,100,0,0.0,False,all_passed
python-cuckoo,cuckoofilter__tests__test_filter__test_unserialize_with_reading_in_utf8,0,100,100,100,0,0.0,False,all_passed
python-matlab-functions,tests__test_subind__Test__test_ind2sub,0,100,100,96,4,0.04,True,flaky
python-matlab-functions,tests__test_subind__Test__test_sub2ind,0,100,100,95,5,0.05,True,flaky
python-timemarker,tests__test_timer__TestPctgTimer__test_twotag_pctg,0,100,100,98,2,0.02,True,flaky
pytsmp,tests__test_utils__TestCalculateDistanceProfile__test_calculate_distance_profile_constant_sequence,0,100,100,0,100,1.0,False,all_failed
pyvesync,src__tests__test_vesync_login__test_login[sam@mail.com-pass-correct],0,100,100,100,0,0.0,False,all_passed
r_map,tests__test_data_structure__test_bit_reg_linkage,0,100,100,98,2,0.02,True,flaky
reframe,unittests__test_policies__test_kbd_interrupt_in_setup_with_limited_concurrency,0,100,100,100,0,0.0,False,all_passed
reframe,unittests__test_policies__test_kbd_interrupt_in_wait_with_limited_concurrency,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestGit__test_git_describe,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestGit__test_git_version_info,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_commit,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_date,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_dirty_false_if_not_dirty,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_purge_nightmare_pattern,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_purge_release_prefix,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_purge_v_and_release_prefix,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_v_prefix,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_pep386_dev,0,100,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_pep386_release,0,100,100,100,0,0.0,False,all_passed
