repo_name,test_slug,sr,nsr,total_runs,pass_count,fail_count,failure_rate,is_flaky,status
kevinarpe-rambutan3,tests__check_args__base__test_RNotNoneTypeMatcher__test_check_arg,25,0,100,47,53,0.53,True,flaky
kindle_maker,tests__test_ebook__test_ebook_save,25,0,100,94,6,0.06,True,flaky
langsplit,tests__test_split__test_partial_autodetect,25,0,100,85,15,0.15,True,flaky
layouts-python,tests__test_cache__test_local_cache,25,0,100,17,83,0.83,True,flaky
nacos-sdk-python,test__client_test__TestClient__test_fake_watcher,25,0,100,100,0,0.0,False,all_passed
nacos-sdk-python,test__client_test__TestClient__test_get_server,25,0,100,100,0,0.0,False,all_passed
nnweaver,test__optimizers_test__test_sgd_circles,25,0,100,95,5,0.05,True,flaky
noisyopt,noisyopt__tests__test_noisyopt__test_AveragedFunction,25,0,100,100,0,0.0,False,all_passed
orderly-web-deploy,test__test_vault__test_secret_reading,25,0,100,100,0,0.0,False,all_passed
override,tests__test_example__TestFunctionalExample__test_example,25,0,100,100,0,0.0,False,all_passed
packeteer,tests__field_string_test__test_dynamic_string,25,0,100,99,1,0.01,True,flaky
packeteer,tests__field_string_test__test_static_string,25,0,100,98,2,0.02,True,flaky
packeteer,tests__field_string_test__test_variable_string,25,0,100,99,1,0.01,True,flaky
piripherals,tests__test_mpr121__test_mpr121_irq,25,0,100,91,9,0.09,True,flaky
py_ev,tests__test_py_ev__test_equity,25,0,40,40,0,0.0,False,all_passed
pyais,tests__test_ais__TestAIS__test_msg_type_16,25,0,100,100,0,0.0,False,all_passed
pyblnet,pyblnet__tests__test_web__BLNETWebTest__test_blnet_web_log_in,25,0,100,100,0,0.0,False,all_passed
pybnn,test__test_bohamiann__TestBohamiann__test_gradient_mean,25,0,38,14,24,0.6316,True,flaky
pylabeledrf,test__test_computeLRF__UtilTest__test_computeLRF1,25,0,100,99,1,0.01,True,flaky
pylabeledrf,test__test_computeLRF__UtilTest__test_computeLRF2,25,0,100,97,3,0.03,True,flaky
pymannkendall,tests__test_pymannkendall__test_hamed_rao_modification_test,25,0,100,100,0,0.0,False,all_passed
pymemorydb,test_textanalysis__TestApp__test_get_tokenized_data_two_indices,25,0,100,74,26,0.26,True,flaky
pypfm,tests__test_pfm__test_save_and_load_with_compression,25,0,100,98,2,0.02,True,flaky
pyss3,tests__test_server__test_main,25,0,100,100,0,0.0,False,all_passed
python-cuckoo,cuckoofilter__tests__test_filter__test_unserialize_with_reading_in_utf8,25,0,100,100,0,0.0,False,all_passed
python-matlab-functions,tests__test_subind__Test__test_ind2sub,25,0,100,99,1,0.01,True,flaky
python-matlab-functions,tests__test_subind__Test__test_sub2ind,25,0,100,96,4,0.04,True,flaky
python-timemarker,tests__test_timer__TestPctgTimer__test_twotag_pctg,25,0,100,100,0,0.0,False,all_passed
pytsmp,tests__test_utils__TestCalculateDistanceProfile__test_calculate_distance_profile_constant_sequence,25,0,100,96,4,0.04,True,flaky
pyvesync,src__tests__test_vesync_login__test_login[sam@mail.com-pass-correct],25,0,100,100,0,0.0,False,all_passed
r_map,tests__test_data_structure__test_bit_reg_linkage,25,0,100,97,3,0.03,True,flaky
reframe,unittests__test_policies__test_kbd_interrupt_in_setup_with_limited_concurrency,25,0,100,100,0,0.0,False,all_passed
reframe,unittests__test_policies__test_kbd_interrupt_in_wait_with_limited_concurrency,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestGit__test_git_describe,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestGit__test_git_version_info,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_commit,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_date,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_dirty_false_if_not_dirty,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_purge_nightmare_pattern,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_purge_release_prefix,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_purge_v_and_release_prefix,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_handle_v_prefix,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_pep386_dev,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_pep386_release,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_post_incremented_after_commit,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_without_tag,25,0,100,100,0,0.0,False,all_passed
relic,tests__test_relic__TestRelease__test_version_without_tag_autocount,25,0,65,65,0,0.0,False,all_passed
ruTS,tests__test_utils__test_download_file,25,0,100,1,99,0.99,True,flaky
selenium-wire,tests__seleniumwire__proxy__test_client__AdminClientIntegrationTest__test_get_requests_multiple,25,0,100,49,51,0.51,True,flaky
selenium-wire,tests__seleniumwire__proxy__test_client__AdminClientIntegrationTest__test_get_response_body_json,25,0,100,100,0,0.0,False,all_passed
setigen,tests__test_noise_generation__test_hres_chi2,25,0,100,98,2,0.02,True,flaky
setigen,tests__test_noise_generation__test_very_hres_chi2,25,0,100,91,9,0.09,True,flaky
sister,tests__test_embedders__FasttextEmbeddingCase__test_get_word_vector,25,0,49,49,0,0.0,False,all_passed
spreading_dye_sampler,spreading_dye_sampler__test__test_dye_blot__test_for_each_cell,25,0,100,100,0,0.0,False,all_passed
supportdata,tests__test_supportdata__test_download_WOA,25,0,100,99,1,0.01,True,flaky
sureal,test__subjective_model_test__SubjectiveModelPartialTest__test_observer_content_aware_subjective_model,25,0,100,100,0,0.0,False,all_passed
sureal,test__subjective_model_test__SubjectiveModelPartialTest__test_observer_content_aware_subjective_model_nocontent,25,0,46,46,0,0.0,False,all_passed
torch-embed-sim,tests__test_embedding_sim__TestEmbeddingSim__test_sample,25,0,100,98,2,0.02,True,flaky
torch-layer-normalization,tests__test_layer_normalization__TestLayerNormalization__test_fit,25,0,47,43,4,0.0851,True,flaky
torchgan,tests__torchgan__test_metrics__TestMetrics__test_inception_score,25,0,44,44,0,0.0,False,all_passed
truffleHog,tests__test_utils__TestStringMethods__test_cloning,25,0,100,100,0,0.0,False,all_passed
truffleHog,tests__test_utils__TestStringMethods__test_exit_if_invalid_commit,25,0,67,67,0,0.0,False,all_passed
twsecli,tests__test_twselib__TestTWSELIB__test_get_cookie,25,0,100,100,0,0.0,False,all_passed
twsecli,tests__test_twselib__TestTWSELIB__test_get_stock_info,25,0,100,100,0,0.0,False,all_passed
uhashring,tests__test_distribution__test_distribution,25,0,100,99,1,0.01,True,flaky
vault-dev,test__test_vault_dev__test_cleanup_on_gc,25,0,100,85,15,0.15,True,flaky
vault-dev,test__test_vault_dev__test_that_enter_exit_works,25,0,61,61,0,0.0,False,all_passed
verif,verif__tests__metric_test__TestBrierScore__test,25,0,100,100,0,0.0,False,all_passed
verif,verif__tests__output_test__TestOutput__test_text,25,0,100,100,0,0.0,False,all_passed
wiki-futures,tests__test_dispatcher__test_content_size,25,0,100,100,0,0.0,False,all_passed
words-to-regular-expression,tests__unit__prefix_tree__test_tree__PrefixTreeTest__test_accepts_individual_strings,25,0,100,49,51,0.51,True,flaky
words-to-regular-expression,tests__unit__prefix_tree__test_tree__PrefixTreeTest__test_accepts_iterable_of_strings,25,0,100,62,38,0.38,True,flaky
words-to-regular-expression,tests__unit__test_formatters__PythonFormatterTest__test_it_generates_regexp_that_can_match_input_strings,25,0,100,0,100,1.0,False,all_failed
words-to-regular-expression,tests__unit__test_utils__IterableToRegexp__test_generates_correct_regexp_from_iterable_of_strings,25,0,100,0,100,1.0,False,all_failed
zenmake,tests__test_buildconf_loader__testLoad,25,0,100,100,0,0.0,False,all_passed
